probs	phenotype	ids
2.87923028875532	4.56322308842542	syn10000
1.80410441682266	2.3970365176716	syn10001
2.49792169328839	3.3100080045105	syn10003
3.0487062510277	2.93088126374651	syn10007
2.48745774648804	1.61131088262018	syn1001
2.29927934769916	1.86815121323473	syn10015
2.39483188367349	3.39127539790963	syn10017
1.74005914502432	2.0704942932089	syn10019
1.95899581509225	1.52748920009463	syn10020
3.09008297929186	3.4386437603309	syn10021
1.93423779966386	0.498597640987676	syn10024
2.35203674198628	2.03117924313686	syn10029
2.3325590812568	1.11585451400024	syn10033
2.42373303237064	2.97002332699366	syn10036
2.55614330304043	2.64458451807235	syn1004
1.90982850744152	1.37192927338618	syn10040
1.92649958069821	1.48251474992931	syn10041
2.26367708121002	3.42609554784522	syn10042
2.5555314190629	2.12870487813672	syn10045
2.14556313008363	1.45000917191333	syn10049
2.77186469789849	3.65760864462753	syn10050
2.49312715372916	2.16922225041319	syn10058
2.23130768870545	0.642025506955249	syn10062
2.48115494719208	2.59609719806525	syn10064
1.56453090362883	1.38654370489831	syn10068
2.49637035607034	0.504739845264744	syn1009
2.12120627659467	0.52214940187425	syn10095
2.17441272883948	1.3399205401043	syn10099
2.28908656079912	1.73833996724435	syn1010
2.13275435223706	2.92873470270271	syn10100
2.76349415273721	3.28012660784882	syn10109
2.51273558609295	4.50449433557401	syn10111
2.57765394798898	1.87311370889474	syn10113
2.14748894503614	0.23591138540317	syn10114
2.16310650340061	1.67756814362151	syn10115
2.2476871189593	2.32217325980462	syn10117
2.47211334355964	0.623178770132151	syn10122
2.35028868545203	3.380203829883	syn10129
2.53471679707652	3.19507973555087	syn10131
2.11773368758146	3.14275797974183	syn10134
2.40294388909088	1.28433345026039	syn10136
2.29975583901477	3.46639133200391	syn10138
2.05492885283635	2.05169681658839	syn10143
3.30100450183814	2.93244021703778	syn10144
2.608828231837	1.3746387926733	syn10152
2.93888749524418	3.46051447207517	syn10154
2.60698329696479	4.24391541405702	syn10157
1.97230960391382	1.46413745814785	syn10165
2.46022584809305	2.89429799081131	syn10166
2.541369702144	1.73057163779285	syn10168
2.75510830060103	5.08890094413586	syn10179
2.67119319280937	2.35618628144389	syn10181
2.10313367696465	0.938649313268902	syn10184
3.51869330780987	3.0775542049501	syn10185
1.79426353372054	1.43163898571546	syn1019
1.65335244002854	2.63167070738998	syn10190
2.165822849541	1.63944258329227	syn10191
2.10958087604034	2.65960392784913	syn102
1.69178649687527	0.883252731736815	syn10201
2.3878898249123	1.96747269113326	syn10205
2.5416070300746	2.28419573995407	syn10214
2.68229726742481	2.24228650071496	syn10215
2.30190570788676	1.6021656780441	syn10218
2.8208476101254	1.25221681474483	syn1022
2.20344927019854	3.38579988201955	syn10229
2.55275512883368	2.84855790319548	syn1023
2.51165009512765	4.20902887150227	syn10233
2.80438569927419	1.39438493610797	syn10236
2.26205523315273	3.36559881502233	syn10239
2.70966554602848	0.700223654236108	syn10240
2.29507662447584	3.78490116934013	syn10241
2.60151643556582	3.16251757557666	syn10246
2.25725832348126	2.82849321049664	syn10248
2.884873941468	4.358393061972	syn10251
2.74520360153547	2.79185495268918	syn10256
2.39764098089763	2.52177707552303	syn10258
2.17188638669727	3.0044435347102	syn10262
2.34654884584115	0.785938624298235	syn10265
2.39914124150555	1.23540152231376	syn1027
2.49276610663073	1.6752336588542	syn10272
2.99585294550717	1.59554424196752	syn10275
2.4790274547473	1.56996122563032	syn10283
2.20329414704348	2.31458788935492	syn10284
1.5835955927421	1.79958217357404	syn10290
2.34276585043651	0.562365872074081	syn10293
2.35112306371642	2.66699965864102	syn10295
2.51531515700597	3.76042032492711	syn10299
2.80598987024433	3.3757273647578	syn10302
1.91692454518608	0.699860243240786	syn10304
2.34413330644633	3.32695728513193	syn10312
2.38737333795258	2.13727900372789	syn10313
2.35803411350909	2.10348383710567	syn10316
2.68412067377747	4.64497188450228	syn10319
2.63733880578735	2.36515599536483	syn1032
2.54051754803779	1.80893993001774	syn10320
2.58177024042787	5.07651581456891	syn10321
2.18578502115714	1.90403738184304	syn10328
2.46465726670565	2.85325704168987	syn10337
2.18732194019237	2.94056544519279	syn10343
2.58580901044546	4.32807081212625	syn1035
2.15142678777403	2.27783198447592	syn10351
2.6603941713906	1.4792079935285	syn10361
2.15974953567173	2.06787674531663	syn10368
1.80264432892599	2.34408911288697	syn10369
2.64956265968317	2.18432905095934	syn1037
2.03649493028609	1.18721362963313	syn10371
2.60985063900603	2.91690516677234	syn10373
2.39319749377225	2.40502526313854	syn10411
2.53507300519578	2.53831315408489	syn10416
1.99295881181655	2.56008954407432	syn10418
