probs	phenotype	ids
2.54315923009313	2.16680555832554	syn10000
1.48662365864306	0.991279456490025	syn10001
2.20223859024665	4.49610952220056	syn10003
2.87858959180846	5.24449770649764	syn10007
2.2621760382361	4.41517136981106	syn1001
2.05532837918761	3.17533871621182	syn10015
2.15353965035274	1.63299488329497	syn10017
1.75398414119132	1.26630327044711	syn10019
1.75115218628057	1.87002773089937	syn10020
2.70246229803322	2.88772191154021	syn10021
1.77268713169681	1.19652331861392	syn10024
2.11879403854382	2.53652764884287	syn10029
2.27532041284605	1.19973861447268	syn10033
2.28042866567615	1.54370900137547	syn10036
2.33201745088955	2.66241759516949	syn1004
1.73636873325809	2.33110438850589	syn10040
1.77585963877302	0.995927879000467	syn10041
2.00726817104784	1.92772927309675	syn10042
2.29892621787779	4.10638774384097	syn10045
1.90895064721174	1.63914814848646	syn10049
2.53305373129319	1.05999647293639	syn10050
2.14671131009695	2.37777381588192	syn10058
2.03290422246485	1.15169368547507	syn10062
2.31674839845074	1.10392767228438	syn10064
1.48809261417438	0.59727943597019	syn10068
2.28229965166257	3.19611403840698	syn1009
1.91824488957177	1.81371440728165	syn10095
2.03544667591205	2.98115726196614	syn10099
2.0332605395615	2.05051512958715	syn1010
1.90107616786736	1.14838042160868	syn10100
2.55219141877262	3.65962157173823	syn10109
2.19855875878938	3.1280650099216	syn10111
2.40739863070891	2.18716579097794	syn10113
1.96325139594744	2.06316249166904	syn10114
1.81557634356876	2.4429082795644	syn10115
1.8333211820812	1.07057497202048	syn10117
2.18292548207841	4.12122999825875	syn10122
2.18098367745128	1.99903990465205	syn10129
2.36569401256882	2.508401822352	syn10131
2.18348313563161	2.29362832515102	syn10134
2.19749979030852	1.79123276669453	syn10136
2.14985115065431	3.01387997415612	syn10138
1.83098550127373	1.39750599299646	syn10143
3.12084004779086	4.33304379143253	syn10144
2.2438620313461	-0.0680309274160016	syn10152
2.75891033911975	1.92800101418665	syn10154
2.17121347254508	1.04582632504654	syn10157
1.75202434773989	1.09069166045302	syn10165
2.30953418802981	1.7041726565878	syn10166
2.34138844227192	0.450005029884068	syn10168
2.54506532393884	-0.134845412855579	syn10179
2.52198783683914	3.01521023022574	syn10181
1.78901198974628	2.56717674876874	syn10184
3.02341945464138	3.05325040297113	syn10185
1.60271522812117	0.700378332797647	syn1019
1.62884419309185	1.14285555176409	syn10190
1.95850420451929	3.17469564154326	syn10191
2.00594500406508	2.87437329256485	syn102
1.46148684652014	1.37124165807072	syn10201
2.13627561753146	1.05886081196239	syn10205
2.1008018536973	1.14234907813353	syn10214
2.47356834641191	1.8069925742402	syn10215
2.03881837462346	0.998497147792103	syn10218
2.59523010591371	3.91460256303629	syn1022
2.0143589109231	2.02738095035002	syn10229
2.31865452194836	1.98348763630731	syn1023
2.11777623679548	3.06259256178535	syn10233
2.58455243400953	1.28483992239161	syn10236
2.13600548864792	2.60654228729265	syn10239
2.39260942521623	3.65681762356305	syn10240
2.02714878708677	2.94585644724549	syn10241
2.26613031787152	4.68419709814833	syn10246
1.90899725012743	1.03227846976097	syn10248
2.66439157066065	2.79068014261797	syn10251
2.61774343580835	2.95422061406294	syn10256
2.37634744898005	3.05031737635384	syn10258
1.8845724297398	2.28465644411666	syn10262
2.10005254997754	3.03044298312784	syn10265
2.19956710157901	4.1865561626821	syn1027
2.32388926981877	2.03296180749245	syn10272
2.72870421700614	1.52966850224323	syn10275
2.16008766146857	2.8266247530527	syn10283
2.04579020046294	2.57565451824018	syn10284
1.52792827254178	2.18325429059217	syn10290
2.06536970137428	1.77321485312736	syn10293
2.14281315163974	2.00014917656243	syn10295
2.30314341109909	3.72180223690932	syn10299
2.44403188299267	0.39496279157582	syn10302
1.87072320950443	2.47430446692922	syn10304
2.1592430960518	0.857032190565931	syn10312
2.18103744624478	2.74032188772803	syn10313
2.01222923180573	1.87495436278343	syn10316
2.42223496296765	2.73891291585199	syn10319
2.43726502102651	2.68428789622048	syn1032
2.25010553713285	1.88603720093223	syn10320
2.23085798933361	0.137388445218767	syn10321
1.99638097876044	0.905237729531526	syn10328
2.17701743821289	3.10386510928829	syn10337
1.9943219502563	2.47032131180446	syn10343
2.25689068444239	1.68446432796033	syn1035
2.08134901585374	2.28299816664152	syn10351
2.35593705218161	2.78240027958335	syn10361
1.74413476569028	0.948534336846164	syn10368
1.63458806422574	0.473436095802787	syn10369
2.35914598168504	0.262590646178241	syn1037
1.9610992604516	1.36794117386846	syn10371
2.28039197638176	3.66246832885845	syn10373
2.16031718700584	1.96094270026672	syn10411
2.24425015505626	2.62418962715618	syn10416
1.75771286864518	2.38036572196468	syn10418
1.75279322171905	1.49594459963659	syn10424
2.21731961993567	0.979169589979649	syn10427
1.64840185043083	1.32186055558562	syn10429
2.30106491117525	3.64716186597232	syn10436
2.04048730262356	2.44868586567786	syn1044
2.13366743568779	1.36900911223208	syn10450
2.99529831633553	4.19494758443752	syn10451
2.06834200865042	0.0604826378373737	syn10468
2.69388489055348	3.9311797903437	syn10469
2.97968105165498	3.51414533887321	syn10482
1.70803722454767	0.747308728493651	syn10486
1.7133474365244	3.38726446652723	syn10487
2.31496750484535	5.50967906783691	syn1049
2.42412191156464	2.30903471450583	syn10492
2.24837653436678	2.42837351716138	syn10493
1.75305959469421	2.67055214286012	syn10495
2.46641225373101	2.41353797139949	syn10498
1.7236286920681	1.82185306133258	syn10501
2.36006281868602	-0.0294299673257057	syn10503
2.03226650875956	1.40196746785423	syn10510
2.18541337601455	2.70240605846587	syn10514
1.93989330295665	2.1842110290526	syn10515
2.05819482915154	1.99274879552837	syn10517
2.18599702440726	2.45167689396661	syn1052
2.11677790646685	1.97718282917093	syn10521
1.96027961252167	1.53107444300811	syn10523
2.01076852938885	0.925493589293435	syn10526
2.22315165607656	2.48028931512804	syn10527
2.16503782020822	3.39659172733371	syn10528
2.42549439955468	2.69021032217538	syn10529
1.84225727881025	1.17775828871212	syn10537
2.77735540744391	3.15545740204149	syn10539
1.85864193487455	2.63546677519307	syn1054
2.26835045507678	1.40996104196817	syn10540
2.42180105671125	2.51100371892023	syn10544
1.77017951924173	0.673336068275173	syn10549
2.26397561254365	2.04238058135778	syn10553
2.36127024438718	2.18525517815927	syn1056
2.14577564413427	1.55164280281786	syn10565
2.53454116984728	2.0581690455057	syn1057
1.96401305462893	1.62144111462696	syn10571
2.40626464290034	2.49104802580192	syn10572
2.14494642852197	2.31407758486094	syn10582
2.34877552331755	0.698851421050764	syn10584
1.42358162621507	1.48452115069319	syn1059
1.83493464124507	1.01230556217274	syn10599
1.9701062252412	1.88355501184241	syn10604
2.43773747476354	2.98347847671277	syn10606
2.02514441693338	1.8615100135256	syn10607
1.99715113765562	0.926681507740245	syn10609
2.13815722878498	3.22364878813783	syn1062
2.45478781616652	0.0508654615704653	syn10620
