probs	phenotype	ids
17.5621772591716	17.5542364223319	syn10000
17.306566718503	17.078469052719	syn10001
17.7627261372032	18.4157981825029	syn10003
18.3907842585073	17.67342090807	syn10007
19.3901267449434	20.0913945295822	syn1001
17.3674761889059	17.6098261895359	syn10015
18.6514837463331	18.784633253461	syn10017
17.8877323333343	18.5818023918003	syn10019
18.2051812522207	17.0809200274404	syn10020
17.4675177067486	17.1222470382192	syn10021
17.42885218049	18.547958737671	syn10024
18.6310503685947	18.6833249336098	syn10029
17.9541953278767	17.6088746801808	syn10033
17.4889964211581	16.8457346240893	syn10036
19.3127178898584	19.5450310653462	syn1004
17.4502893475052	16.4284338080475	syn10040
18.6200008020637	20.2733835418009	syn10041
19.2103676695633	19.1115922919086	syn10042
17.0337479009533	17.306761297888	syn10045
15.7331615024572	15.5598068325847	syn10049
17.05131427772	18.6408454720121	syn10050
17.3270624682935	17.5170913485775	syn10058
17.3365820330396	16.672947699678	syn10062
17.9915169742924	18.1615561506536	syn10064
18.111699153529	17.6161987109697	syn10068
18.4042477123009	19.5184720226312	syn1009
17.5335150954795	17.4925880279034	syn10095
16.7246957210304	17.2523341054523	syn10099
18.1704893414443	18.4042334277919	syn1010
17.403245235831	17.7867316317109	syn10100
17.4400098337067	17.7252439504269	syn10109
17.9099702083476	17.0452361158551	syn10111
18.1888558858334	18.0792569847214	syn10113
17.9247511751097	17.6336167361696	syn10114
18.5232536897088	19.2506451599753	syn10115
16.643606957176	16.0505650709349	syn10117
18.1564360434958	18.5375417328997	syn10122
18.9990297264899	19.6180391955694	syn10129
17.5379247153365	17.0791276318091	syn10131
18.6206033767787	18.3278742376799	syn10134
16.5448953482519	16.9280685307879	syn10136
17.439021407639	17.5929639080374	syn10138
16.4350731045694	16.2240116758759	syn10143
17.3878944957381	17.007186729367	syn10144
19.3276181469682	19.2815316238427	syn10152
18.1373242613511	16.8781172926259	syn10154
18.6619910929267	19.4737866770396	syn10157
17.0288550121134	17.9893914344144	syn10165
19.3063387562069	19.6464327100807	syn10166
17.0206239261974	16.2400510667869	syn10168
18.1055020245794	17.8529953745483	syn10179
16.852952988746	18.3201420770033	syn10181
16.9743107448216	16.5017749254688	syn10184
17.8959389773442	17.2431854383481	syn10185
17.6927731211561	16.5229776271427	syn1019
17.1881321163227	17.0248543544823	syn10190
18.7006985434965	19.8081931040772	syn10191
16.8264718084508	17.8919120156826	syn102
16.3242719346631	16.7487317612353	syn10201
17.8832055038646	17.4990118212683	syn10205
17.8528378662706	17.6570426286485	syn10214
17.0660639296119	17.4686723764752	syn10215
18.1557458432974	18.6879370604193	syn10218
17.6124069723521	19.4339653375351	syn1022
