probs	phenotype	ids
2.38438628519789	2.48809951174879	syn10000
1.33721368658494	1.60735169142615	syn10001
2.11755203586759	2.69453409516711	syn10003
2.64672410967635	0.62809465023659	syn10007
2.05196314013061	3.19156070422775	syn1001
1.85543310169537	2.00847959919318	syn10015
2.0383094280344	3.0527123553511	syn10017
1.48082230858769	0.946984484335367	syn10019
1.40650458547516	-0.683071911870204	syn10020
2.50671152868845	3.07972975671172	syn10021
1.65169263408239	0.75183039699939	syn10024
1.86547105204541	1.61924288346866	syn10029
2.0205599849504	1.8117251078111	syn10033
2.06488061159122	2.31792627272625	syn10036
2.11631267130087	1.3919238159811	syn1004
1.53229626258723	0.728192765264702	syn10040
1.52782652449617	1.49336272478662	syn10041
1.89218298864271	2.11865796451936	syn10042
2.13971656805092	0.108660354370231	syn10045
1.67373697772913	3.99539155415189	syn10049
2.3134301128125	3.35081412064442	syn10050
1.94473612777645	2.83447823916413	syn10058
1.91579207911148	1.13934472303225	syn10062
2.02595198609777	1.45848370961272	syn10064
1.24641492643009	0.852556513567966	syn10068
2.20199679601687	3.02259415233597	syn1009
1.70587029053327	2.47494044645618	syn10095
1.79207196180481	2.61836102280621	syn10099
1.99846158099047	2.00370552759644	syn1010
1.71658247404532	4.19439531683326	syn10100
2.31495204308158	2.5510301835626	syn10109
1.87529894226741	2.99313374546964	syn10111
2.12731468088401	3.93330410870819	syn10113
1.76552157822331	3.31054918493718	syn10114
1.75713163346441	2.14341055294754	syn10115
1.77251223407699	1.8866889759271	syn10117
2.08508131214317	1.74385142826164	syn10122
2.00833264097255	0.404870886126273	syn10129
2.14621302826475	1.78291432628205	syn10131
1.86673239394454	0.289431563852032	syn10134
2.00826661086225	2.00782426876949	syn10136
1.89839064316159	2.74178838509933	syn10138
1.6061067410188	1.53461312592683	syn10143
2.84914946941628	2.07100716667824	syn10144
2.23749587841107	1.3045625388235	syn10152
2.58047815056829	4.37479208430221	syn10154
2.05567475836677	1.17208292035113	syn10157
1.70277982627683	1.62478216597759	syn10165
1.96959818128638	2.63419353916501	syn10166
2.10974154702471	3.14371286960615	syn10168
2.42717006837978	1.56192253126843	syn10179
2.26496548354305	-0.188051014622266	syn10181
1.59726969490377	2.34867758779228	syn10184
2.94228214378211	3.63915433533235	syn10185
1.32544560998651	1.6133704558632	syn1019
1.3156883611901	1.44912268270746	syn10190
1.69670809763436	2.39081438657942	syn10191
1.77340457264051	1.97728910400927	syn102
1.25632523164861	1.72942177303578	syn10201
1.91170498207569	1.9021083451756	syn10205
1.91310790116527	1.55394563924717	syn10214
2.27403319353524	3.73407514717002	syn10215
1.83652464866625	2.80252264626164	syn10218
2.45963824116384	1.79947133140048	syn1022
1.73450149579597	0.335453680786739	syn10229
2.10843546555604	2.36827390860041	syn1023
1.91715025863152	2.18635857086742	syn10233
2.38268539665065	3.50521867557841	syn10236
1.92852470550847	1.12304215179265	syn10239
2.10397298783372	3.20921243455444	syn10240
1.87266833406894	0.371882473121919	syn10241
2.0462717959423	2.53574941927217	syn10246
1.8355202649527	2.20818863204074	syn10248
2.46067019465599	2.68349156953406	syn10251
2.41591983267616	3.09453993080856	syn10256
2.0030231529348	1.20330974106803	syn10258
1.81896230724696	0.757247642244361	syn10262
1.94265456043576	2.09657517527017	syn10265
1.88758044467154	3.60773719726882	syn1027
1.97419880224096	1.64175124707924	syn10272
2.4447265230136	0.399336152543729	syn10275
2.14550592721722	2.27270936626591	syn10283
1.68649933239272	1.87477962047012	syn10284
1.25219574975747	0.658839543282225	syn10290
1.96454937973166	-0.639545580892189	syn10293
2.00816702607478	2.45142830452948	syn10295
2.18306842603026	2.87499741548537	syn10299
2.18345862179355	2.02445793948231	syn10302
1.72682979773176	1.18455051290941	syn10304
1.90427340599062	1.65295522629072	syn10312
2.07499587505704	2.95682713034437	syn10313
1.91613930134087	1.42928937901024	syn10316
2.26285350114412	3.3407547739269	syn10319
2.16277873690469	2.49864780550227	syn1032
1.9960833196623	2.91875394982246	syn10320
2.00481607156149	3.13072682450067	syn10321
1.76534566145097	1.33893911208402	syn10328
2.04339659180773	1.7569971201789	syn10337
1.69156628486928	1.16059971157693	syn10343
2.09334724195492	1.21622740809622	syn1035
1.75270516324652	2.03094004116641	syn10351
2.2351561755277	0.665224950183206	syn10361
1.68179716438885	1.27667947561219	syn10368
1.46033914044647	1.04642103278058	syn10369
2.18835505371779	2.05757581380491	syn1037
1.67985315160187	0.924190072549412	syn10371
2.10202652221946	3.31121518061033	syn10373
2.01669540840522	2.05702508237703	syn10411
2.08909462813445	2.17036303571883	syn10416
1.46278117528385	1.53314253780223	syn10418
1.54082287888203	0.325888613300543	syn10424
2.11517671793216	2.32594265293448	syn10427
1.48196306949786	0.243397251408245	syn10429
2.04801232217835	1.94897748152469	syn10436
2.03855314095269	2.00196781714913	syn1044
1.98590967890728	1.72294447091239	syn10450
2.71682090949684	2.87659590379529	syn10451
1.88360706070833	2.78461523954431	syn10468
2.55401655933423	2.41344842773092	syn10469
2.74843775498945	3.75474333545976	syn10482
1.36127170331333	3.07082645311172	syn10486
1.52987551829062	2.94033125470653	syn10487
2.33935630090845	2.76600951363751	syn1049
2.12765464274466	0.641590244987118	syn10492
2.0809443736571	2.01418425518008	syn10493
1.47293332927193	1.93838645884414	syn10495
2.23534720171606	2.36276390823924	syn10498
1.47362718505216	1.41882306942544	syn10501
2.23275799724204	2.53820486457501	syn10503
1.75379882987297	0.637054463898973	syn10510
1.94605820167897	0.969811019255816	syn10514
1.77266735087401	0.700685394974797	syn10515
1.79674008456607	1.22716183075612	syn10517
1.94813525581748	1.14199358003564	syn1052
1.96298859667851	2.16580023429569	syn10521
1.82246494459909	2.39893848080686	syn10523
1.79873727464842	1.09949278249227	syn10526
2.02272200502579	2.69836840111351	syn10527
1.9883920382251	2.70931335801965	syn10528
2.15624528805551	3.04956823641861	syn10529
1.62380516529543	1.27103493966814	syn10537
2.33809780428896	1.52558121148101	syn10539
1.64063705475151	0.909414309652699	syn1054
2.16200423216357	3.08285431760954	syn10540
2.22158556521966	1.92098637468262	syn10544
1.48947176247254	2.14065770117401	syn10549
1.98572218479019	0.773302855613163	syn10553
